Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2023-06-15 08:45:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7075030577464111104,"Vi aspetto il 19 Giugno per venire ad ascoltare come grazie alle ultimissime novità tecnologiche del #dataoffice di Generali Italia su #cloud, #ai, e #bigdata, spingiamo il miglioramento del livello di servizio a clienti e reti di vendita!!""
""""
""#partnerdivita, #piudiunlavoro","","",MEMBER_NETWORK
2023-05-29 10:45:23,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7068900125749690368,"La neo responsabile dell’area business e geo intelligence del #dataoffice di Generali Italia - Vanessa Perciballi - ed io abbiamo partecipato alla chiusura del master per i giovani talenti della Rete Cattolica (illustrato sotto da Marco Lamola).""
"" ""
""Con alcune applicazioni pratiche dei nostri strumenti di analisi geografica (#gis), abbiamo mostrato come grazie all’utilizzo integrato dei dati interni ed esterni possiamo arricchire l’attività di consulenza per i clienti, rendendola più personalizzata e proattiva.""
"" ""
""Ho anche sottolineato ai nuovi colleghi della Rete #CattolicaAssicurazioni come ancora adesso la più importante fonte di conoscenza sui clienti sia l'ascolto, la comprensione e la collezione sistematica dei loro bisogni, da coniugare con gli strumenti più moderni, come ad esempio il nostro #datalake, che garantiscono i massimi standard di qualità e integrità nella raccolta e gestione dei dati.""
"" ""
""Grazie a Marco Lamola e ai colleghi per averci invitato e ascoltato con notevole interesse e passione; tutto il #DataOffice è pronto a collaborare con voi per servire al meglio tutta la Rete e i Clienti.","","",MEMBER_NETWORK
2023-05-23 06:25:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7066660315622498304,"23 Maggio. Oggi ricorre il trentunesimo anniversario della scomparsa (o meglio, dell’uccisione, insieme a Francesca Morvillo, Antonio Montinaro, Rocco Dicillo e Vito Schifani) del Giudice Giovanni Falcone.""
""Figura ed evento per me indelebili, per ricordarlo quest’anno ho (ri)letto le interviste che hanno portato alla stesura del libro “Cose di Cosa Nostra”, capolavoro di lucidità del suo pensiero.""
""""
""E noto oggi, dal punto di vista privilegiato del mio attuale ruolo in Generali Italia, come la sua legacy – il metodo Falcone – sia tuttora una tra le più grandi fonti di ispirazione di intelligenza umana nell’analisi dei dati. ""
""Alcune delle più complesse attività che svolgiamo nel #dataoffice di Generali Italia, i più moderni strumenti come ad esempio la cosiddetta #networkanalysis, li dobbiamo infatti anche ad un uomo che ha sacrificato la sua intera vita per la legalità. ""
""""
""Per chi fa il mio mestiere, la fusione del metodo umano con quello artificiale è il contributo che possiamo dare nel portare avanti la sua eredità.""
""""
""“Ne ho tratto la conclusione che occorre procedere con la massima cautela e che bisogna verificare a ogni passo il confine tra il noto e l’ignoto e non sperare mai che altri possano colmare le nostre lacune.” ""
""(Giovanni Falcone, 18 Maggio 1939 - 23 Maggio 1992, Cose di Cosa Nostra).""
""""
""#GiornataDellaLegalità ""
""","","",MEMBER_NETWORK
2023-05-06 07:50:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7060521260748783616,"Faccio eco a gran voce di questo post di Darya Majidi, tra le altre cose Presidente dell’Associazione Donne 4.0, e che ho conosciuto come vera ambasciatrice della rimozione dei gender bias e gap nella business community italiana e internazionale.""
""""
""Quando si parla di AI, iniziative simili hanno un’importanza che va ben oltre la diffusione dei contenuti curriculari. ""
""""
""Così come l’AI ha nel suo DNA l’equità e l’oggettività nel trattamento dei dati “by design”, così le professioniste e i professionisti che studiano e studieranno AI fin da scuola avranno nel loro DNA l’equità nel trattamento degli altri, con la conseguente progressiva rimozione di distorsioni - inconsce e non - nel comportamento, nel linguaggio e nell’approccio aperto al rispetto della diversità.""
""""
""Di questo sono fermamente convinto e lo vedo quotidianamente avvenire nel team #dataoffice di Generali Italia, dove ad esempio abbiamo strutturalmente superato il concetto di gender “diversity” e siamo arrivati da tempo al target che volevamo fin dall’inizio di gender “balance”, dato che ormai su oltre 100 data professionals il 50% sono stabilmente donne. ""
""""
""Darya Majidi ti invito pubblicamente a considerare il mio team e me stesso a vostra disposizione per il summer camp dove utile.","","",MEMBER_NETWORK
2023-04-05 16:36:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7049419437803757568,"""100 modelli di data analytics in produzione in 5 anni e in tutte le aree aziendali, a supporto rete, business, processi di post vendita, finalizzati a servire sempre meglio i nostri clienti"". ""
""""
""Il General Manager Gianluca Perin, insieme a Marco Oddone e Gabriele Tedesco, ha enfatizzato durante la convention per la nostra rete di vendita come l’attività di data analytics in Generali sia arrivata al cuore del business, generando valore tangibile per reti e clienti.  ""
""""
""Accogliamo oggi oltre 100 professioniste e professionisti provenienti da ogni area delle discipline #STEM e oltre, che lavorano in maniera integrata con le linee di business, con l’IT e con le funzioni di supporto e di controllo aziendali, per ripensare ogni giorno la nostra azienda guidati sempre di più dall'analisi dei dati.","","",MEMBER_NETWORK
2023-01-19 14:52:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7021851920889753600,"Generali Italia: anche quest’anno siamo Top Employer!""
""E' bello essere parte di una realtà che ha fatto della centralità delle sue persone una delle chiavi del proprio successo: persone che non solo portano innovazione in azienda, ma soprattutto che, con le loro peculiarità e attitudini, la rendono stimolante e appagante sotto ogni punto di vista. ""
""Questa certificazione è la conferma che Generali ha saputo ascoltare concretamente e attivamente i bisogni e le esigenze emergenti delle persone: un esempio su tutti è stato quello di tradurre una maggiore attenzione all’equilibrio vita privata-lavoro in nuove modalità di lavoro agile, integrando lo smart working.""
""Sapere di poter contare su un ambiente sempre più inclusivo e aperto al nuovo mi rende ancora più fiero di esserne parte.""
""#TopEmployer2023 #PartnerDiVita #PiùDiUnLavoro","","",MEMBER_NETWORK
2022-11-29 22:18:25,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7003482326823268352,"La diversità, per noi che lavoriamo con i dati, è una componente fondamentale, perché garantisce processi decisionali e output più efficaci, etici e senza distorsioni.""
""""
""Noi abbiamo capito da tempo che tutte le diversità, di prospettiva e di approccio, devono essere alla base delle analisi dei dati e dei modelli predittivi. Ad esempio, dalla nascita del team di Advanced Analytics in Generali Italia almeno il 50% dei neoassunti è di genere femminile. In più, abbiamo voluto contribuire a promuovere programmi di formazione tecnica e di coding per giovani laureate, perché potessero acquisire le competenze necessarie per essere inserite nella nostra IT Digital Factory. Abbiamo dato vita a #Generali4GirlsInSTEM: un insieme di eventi di networking dedicati a professioniste STEM. E ancora, ogni anno eroghiamo più di 40 borse di studio perché sempre più studentesse di talento intraprendano percorsi di studio e di carriera tecnico-scientifici. ""
""""
""È stato un vero piacere parlare di questi temi oggi alla Global Inclusion ""La ruota della Crescita, Imprese, Democrazia e Libertà” assieme alla collega Virginia Scarabattoli , Advanced Analytics Lead del Data Office di Generali Country Italia. Credo proprio che storie come la sua siano un esempio per tutte le ragazze che ancora non sanno se intraprendere o meno percorsi di studio tecnico-scientifici. E se qualcuno vi ostacola lungo la strada, andate oltre. Il vostro contributo è ricercato e prezioso.""
""""
""Ringrazio tutti gli organizzatori e in particolare Il Sole 24 Ore per questa importante iniziativa.""
""""
""""
""#PartnerdiVita #PiùdiunLavoro #Globalinclusion2022 #Inclusion #Diversity","","",MEMBER_NETWORK
2021-02-18 19:58:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6768257508004925440,"","","",MEMBER_NETWORK
2020-12-01 20:14:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6739632704976896000,"","","",MEMBER_NETWORK
2020-04-16 08:24:58,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6656467396741652480,"","","",MEMBER_NETWORK
